Country,Total_Plastic_Waste_MT,Main_Sources,Recycling_Rate,Per_Capita_Waste_KG,Plastic_Waste_Level,Population_Millions,GDP_Billion_USD,Urbanization_Rate,Plastic_Export_MT,Plastic_Import_MT,Government_Policy_Score,Awareness_Index,Industrialization_Level,Waste_to_Recycle_Ratio,High_Risk_Flag,Developed_Country_Flag
Saudi Arabia,34.65,Consumer_Goods,53.7,43.54,Low,1118.94,4916.53,54.92,12.7,16.74,4,0.43,0.59,7.09,0,0
Australia,61.64,Packaging_Consumer,12.88,52.62,High,855.08,14364.29,24.53,14.94,16.28,7,0.55,0.38,8.83,1,1
Brazil,38.44,Automotive_Packaging,10.91,102.74,High,1337.9,13753.12,32.26,6.0,18.6,2,0.32,0.52,9.31,1,0
Turkey,59.13,Consumer_Goods,77.12,110.73,Medium,460.09,17624.17,61.94,13.28,4.94,6,0.62,0.37,3.6,0,0
Saudi Arabia,69.85,Industrial_Packaging,22.98,11.17,High,523.21,21060.7,76.42,10.25,16.93,2,0.26,0.5,2.93,1,0
Indonesia,21.06,Packaging_Consumer,33.68,112.34,High,947.9,10542.45,23.69,8.21,14.1,5,0.17,0.33,2.9,1,0
Brazil,56.92,Consumer_Goods,13.15,42.84,Low,298.82,4731.78,64.52,6.13,9.9,1,0.29,0.94,4.99,0,0
Japan,68.13,Industrial_Packaging,65.66,50.07,Low,1007.3,6925.16,55.13,3.95,1.96,8,0.69,0.81,2.29,0,1
Australia,47.7,Industrial_Packaging,85.6,53.73,Low,50.28,2089.93,81.23,11.29,8.71,5,0.76,0.81,10.44,0,1
Spain,68.09,Consumer_Goods,49.14,30.23,High,571.92,12627.84,70.13,3.01,1.85,4,0.4,0.07,3.82,1,1
Saudi Arabia,9.36,Industrial_Packaging,13.8,108.01,High,515.33,8274.88,69.97,14.76,11.4,2,0.64,0.35,7.41,1,0
France,40.18,Consumer_Goods,9.74,107.49,High,1175.43,19948.28,69.58,10.37,7.18,9,0.61,0.58,9.48,1,1
South Africa,45.91,Industrial_Packaging,12.87,81.56,Low,733.8,16133.86,46.5,3.25,5.99,8,0.05,0.88,9.41,0,0
India,51.59,Industrial_Packaging,46.84,39.63,Low,343.88,20855.98,86.63,5.06,19.43,5,0.05,0.32,9.52,0,0
Japan,38.8,Industrial_Packaging,67.81,88.78,Medium,70.09,8963.38,44.82,2.94,0.32,8,0.16,0.1,6.41,0,1
Mexico,11.69,Packaging_Electronics,64.77,90.7,High,894.63,15755.89,71.1,2.9,1.76,9,0.76,0.6,13.74,1,0
Saudi Arabia,69.2,Packaging_Consumer,50.49,116.41,Low,950.32,11622.57,64.95,4.06,10.79,8,0.25,0.69,0.37,0,0
Brazil,47.68,Packaging_Electronics,74.77,103.94,High,355.88,11460.11,45.43,4.92,5.0,7,0.73,0.55,10.95,1,0
UK,11.51,Packaging_Consumer,73.19,66.85,High,912.73,21523.9,57.23,11.03,1.37,5,0.46,0.47,11.09,1,1
Saudi Arabia,58.2,Consumer_Goods,34.68,99.56,Low,611.73,10718.04,79.8,2.21,9.89,6,0.64,0.07,13.37,0,0
Indonesia,39.39,Consumer_Goods,66.78,67.63,Low,860.91,13206.5,93.9,1.06,7.24,5,0.28,0.71,11.51,0,0
Canada,19.42,Packaging_Electronics,61.95,28.64,Low,958.49,9080.27,60.0,2.72,1.82,5,0.26,0.08,1.89,0,1
Indonesia,48.66,Industrial_Packaging,73.75,45.01,Medium,997.49,18641.37,44.3,9.66,12.1,7,0.3,0.85,9.62,0,0
Saudi Arabia,64.1,Consumer_Goods,71.2,148.2,Medium,1084.32,17948.11,65.62,1.51,13.32,3,0.99,0.11,13.77,0,0
Indonesia,27.58,Consumer_Goods,25.86,17.79,Medium,1267.58,7438.18,40.67,0.74,4.59,9,0.64,0.37,8.15,0,0
Egypt,41.54,Packaging_Electronics,45.6,30.14,Medium,1059.44,20696.15,91.44,11.78,7.23,8,0.74,0.29,5.66,0,0
Italy,14.83,Packaging_Electronics,85.76,86.15,Medium,1132.8,4667.26,83.71,14.57,8.71,6,0.22,0.94,9.42,0,1
Canada,26.6,Industrial_Packaging,56.09,14.31,Low,1380.6,3252.48,71.68,14.85,1.95,6,0.35,0.92,14.58,0,1
Russia,67.0,Packaging_Consumer,50.84,76.26,Low,232.21,12352.49,83.54,7.33,5.05,9,0.75,0.4,12.87,0,0
France,64.76,Packaging_Consumer,9.97,62.41,High,910.53,155.45,60.22,10.26,14.08,9,0.27,0.64,2.41,1,1
South Africa,58.91,Packaging_Electronics,20.79,136.81,Medium,375.76,15146.72,40.9,11.06,4.98,8,0.93,0.7,11.25,0,0
Australia,24.66,Packaging_Electronics,89.26,19.95,High,956.44,21392.59,42.24,7.47,7.29,8,0.76,0.77,9.98,1,1
France,11.48,Packaging_Consumer,37.86,36.29,High,440.31,7218.5,43.32,2.1,0.31,1,0.2,0.89,13.5,1,1
Saudi Arabia,50.52,Packaging_Electronics,49.13,21.99,Medium,1248.94,8611.1,83.97,3.14,19.99,8,0.66,0.47,10.97,0,0
Australia,12.69,Packaging_Consumer,85.2,137.14,Low,35.07,10867.11,22.46,3.48,12.32,4,0.06,0.08,14.16,0,1
Germany,37.2,Automotive_Packaging,68.54,44.47,Medium,193.04,14558.42,87.9,11.13,17.68,5,0.37,0.87,2.17,0,1
Mexico,37.54,Packaging_Electronics,52.29,121.8,Low,269.6,18550.91,38.15,3.77,14.1,5,0.8,0.01,9.06,0,0
United States,48.68,Consumer_Goods,56.66,35.59,High,579.9,5421.07,94.38,11.38,10.92,4,0.16,0.14,14.57,1,1
India,57.08,Consumer_Goods,58.05,127.96,Medium,1162.45,10063.97,81.33,2.25,5.13,5,0.49,0.33,10.1,0,0
Mexico,1.73,Packaging_Electronics,35.97,94.95,High,1347.4,16910.77,86.84,13.06,14.12,4,0.03,0.17,7.62,1,0
Saudi Arabia,49.27,Automotive_Packaging,34.85,131.23,Medium,109.69,7323.07,46.92,14.99,2.69,3,0.77,0.32,2.69,0,0
France,61.01,Automotive_Packaging,57.38,85.93,Low,820.03,8437.55,26.94,6.64,0.97,5,0.23,0.99,12.24,0,1
China,25.81,Automotive_Packaging,56.27,35.19,Low,1068.42,12799.27,99.07,6.61,14.72,4,0.7,0.51,14.6,0,0
Canada,59.64,Packaging_Consumer,15.44,61.85,High,417.39,5974.53,96.08,0.17,9.55,1,0.3,0.3,11.51,1,1
Japan,30.17,Industrial_Packaging,40.96,22.11,Medium,735.7,21439.01,54.73,1.81,4.09,8,0.31,0.01,6.27,0,1
United States,50.1,Packaging_Electronics,78.4,114.75,High,70.25,21136.39,46.12,5.09,3.56,3,0.59,0.59,12.04,1,1
Germany,20.56,Packaging_Electronics,19.36,32.27,High,1000.17,14461.85,24.3,10.23,15.83,1,0.66,0.09,1.83,1,1
Brazil,31.33,Packaging_Electronics,64.92,82.97,Low,338.52,18006.55,86.93,8.06,7.49,8,0.58,0.73,0.54,0,0
UK,11.78,Automotive_Packaging,29.03,48.4,Medium,1362.88,1416.3,33.45,12.81,14.15,8,0.34,0.11,12.98,0,1
UK,38.1,Automotive_Packaging,58.25,136.55,Medium,604.23,8250.57,84.02,9.64,3.67,6,0.09,0.52,4.72,0,1
Mexico,19.69,Industrial_Packaging,59.94,20.3,High,933.54,6296.57,27.64,10.55,10.97,9,0.57,0.88,12.15,1,0
Saudi Arabia,64.07,Consumer_Goods,89.29,48.73,Medium,1045.46,19679.87,93.57,12.55,11.74,8,0.68,0.37,6.27,0,0
Australia,68.13,Packaging_Electronics,76.82,95.06,Medium,721.64,14242.5,38.08,13.46,16.41,4,0.35,0.23,13.22,0,1
South Africa,44.96,Automotive_Packaging,57.68,82.4,Low,79.2,8980.48,69.86,2.23,6.41,2,0.6,0.77,0.64,0,0
UK,44.54,Industrial_Packaging,71.52,84.39,Low,1283.19,1616.98,25.88,10.93,6.34,7,0.35,0.25,7.65,0,1
South Korea,52.62,Industrial_Packaging,27.04,143.62,Low,968.65,2712.47,32.1,4.71,16.61,9,0.41,0.33,2.89,0,1
Spain,64.81,Consumer_Goods,24.71,40.46,High,540.72,13290.23,87.61,0.6,16.74,6,0.56,0.99,6.46,1,1
Egypt,49.86,Consumer_Goods,54.06,87.46,High,771.0,3629.04,46.11,9.55,10.77,5,0.36,0.98,5.21,1,0
Indonesia,33.68,Consumer_Goods,57.02,12.5,Medium,1339.85,1224.44,66.33,7.54,11.7,4,0.01,0.06,8.18,0,0
India,6.36,Packaging_Electronics,54.49,16.32,Medium,404.92,2637.06,83.95,7.81,3.78,9,0.36,0.08,5.39,0,0
Mexico,17.15,Industrial_Packaging,65.88,14.31,Low,1330.85,14847.57,52.87,2.62,9.74,3,0.23,0.96,12.98,0,0
Italy,29.39,Packaging_Electronics,22.48,53.72,Medium,1201.66,8327.23,94.33,11.7,17.21,5,0.65,0.27,14.49,0,1
Germany,19.7,Automotive_Packaging,13.67,14.4,High,1301.44,7008.38,50.88,11.46,1.54,9,0.11,0.19,7.92,1,1
Mexico,26.29,Industrial_Packaging,89.45,125.52,Low,384.62,14387.41,89.03,10.29,4.71,2,0.41,0.16,8.78,0,0
Spain,59.63,Packaging_Consumer,87.94,17.48,Medium,653.67,17107.64,22.49,2.74,2.14,9,0.79,0.88,9.5,0,1
France,13.55,Packaging_Electronics,22.97,43.35,Low,205.77,5750.52,62.01,8.62,11.94,9,0.97,0.7,14.38,0,1
France,50.44,Packaging_Electronics,38.73,67.59,Low,1298.58,5292.28,64.68,8.32,4.6,5,0.27,0.0,14.79,0,1
Germany,44.58,Automotive_Packaging,25.07,146.43,High,241.1,3521.5,37.89,2.82,2.46,8,0.08,0.78,0.35,1,1
Saudi Arabia,36.46,Automotive_Packaging,67.59,64.93,Medium,335.89,21955.93,49.96,8.02,16.85,3,0.65,0.96,11.97,0,0
Turkey,59.18,Automotive_Packaging,42.52,127.44,Low,207.81,1731.0,68.98,3.01,7.51,5,0.42,0.48,0.77,0,0
Australia,27.22,Packaging_Consumer,77.53,24.52,Medium,622.87,6771.19,63.03,2.68,16.24,3,0.91,0.71,9.03,0,1
South Africa,8.96,Automotive_Packaging,16.35,103.27,High,331.63,20564.46,24.3,3.52,14.31,4,0.93,0.81,7.66,1,0
South Africa,16.2,Packaging_Consumer,9.91,57.42,Medium,1273.51,2547.53,22.22,3.14,3.12,7,0.5,0.01,10.85,0,0
Japan,17.51,Industrial_Packaging,19.28,34.0,Medium,144.71,515.12,60.89,4.31,11.95,6,0.84,0.55,12.69,0,1
Russia,27.34,Automotive_Packaging,10.76,11.61,High,1294.77,10039.95,40.53,4.99,11.5,9,0.77,0.39,0.1,1,0
Germany,25.83,Automotive_Packaging,87.77,104.51,Medium,1114.78,8221.43,82.56,0.29,15.71,6,1.0,0.53,14.54,0,1
Japan,17.0,Industrial_Packaging,14.26,67.0,High,765.24,16886.43,50.63,14.94,13.01,3,0.3,0.95,0.46,1,1
Australia,46.13,Automotive_Packaging,34.38,117.89,High,911.72,19682.8,46.19,4.38,12.68,2,0.01,0.65,12.56,1,1
France,63.66,Packaging_Consumer,77.71,66.35,Medium,505.56,5998.83,29.62,3.51,6.18,4,0.21,0.99,10.03,0,1
Russia,4.34,Packaging_Electronics,54.94,23.04,Medium,509.22,9895.78,48.98,9.64,8.95,9,0.18,0.46,11.83,0,0
United States,10.63,Packaging_Consumer,12.35,122.06,Medium,1109.2,9563.65,41.16,5.17,8.26,1,0.26,0.1,1.43,0,1
Italy,69.91,Industrial_Packaging,34.67,53.86,Low,827.01,18957.78,25.76,1.7,16.56,5,0.19,0.37,7.55,0,1
Germany,41.29,Automotive_Packaging,16.12,97.24,Medium,1336.64,10974.59,27.8,10.04,12.54,7,0.24,0.77,6.72,0,1
Spain,39.95,Automotive_Packaging,29.89,143.92,High,54.61,17748.07,53.41,10.2,3.92,7,0.77,0.73,5.11,1,1
France,56.07,Packaging_Electronics,27.27,136.63,High,831.18,3224.45,69.02,13.34,16.37,2,0.61,0.24,0.91,1,1
France,47.31,Packaging_Electronics,63.14,98.15,High,578.58,20514.85,58.46,2.16,11.82,8,0.02,0.09,12.18,1,1
South Africa,36.66,Industrial_Packaging,17.97,110.32,Low,881.58,12362.89,69.11,0.83,7.68,7,0.63,0.5,3.41,0,0
Italy,23.32,Industrial_Packaging,78.8,60.38,Low,14.28,1647.87,30.33,8.31,11.21,5,0.38,0.77,13.45,0,1
Japan,35.59,Packaging_Consumer,35.11,130.42,High,708.49,14863.04,75.5,2.42,19.89,6,0.91,0.19,5.1,1,1
South Korea,41.33,Consumer_Goods,46.09,147.93,Medium,1119.55,3490.69,76.92,3.86,0.31,7,0.89,0.07,8.87,0,1
Australia,63.57,Automotive_Packaging,65.31,104.32,High,632.13,5814.82,49.6,1.64,8.09,3,0.6,0.05,11.23,1,1
Brazil,5.23,Consumer_Goods,58.49,31.28,High,123.42,13290.25,62.25,6.08,12.25,6,0.98,0.25,8.1,1,0
Canada,53.06,Automotive_Packaging,37.69,143.96,Medium,728.27,14736.12,48.17,10.86,5.25,2,0.99,0.31,1.69,0,1
France,11.54,Packaging_Electronics,69.84,82.01,Medium,37.26,1496.12,43.09,4.59,4.3,2,0.84,0.13,4.36,0,1
Turkey,69.79,Packaging_Electronics,47.31,95.46,Medium,1067.1,5646.4,53.93,10.94,2.31,9,0.97,0.57,3.96,0,0
Australia,43.4,Consumer_Goods,65.04,136.55,Low,23.12,7771.37,22.38,0.58,7.26,4,0.1,0.1,10.09,0,1
Australia,42.7,Packaging_Consumer,58.82,126.84,High,234.6,13351.06,57.65,11.49,5.92,5,0.76,0.45,11.83,1,1
Italy,47.49,Consumer_Goods,76.83,37.49,High,900.01,7129.44,84.4,6.12,1.46,8,0.56,0.37,6.5,1,1
Saudi Arabia,25.2,Automotive_Packaging,22.13,99.43,Medium,858.54,7101.2,87.04,13.4,4.0,1,0.46,0.81,7.83,0,0
South Africa,36.0,Packaging_Electronics,30.24,25.27,High,652.79,18906.24,81.22,8.95,2.56,3,0.07,0.3,14.11,1,0
Japan,30.07,Industrial_Packaging,68.31,124.1,Medium,657.67,8935.84,27.99,0.8,0.69,4,0.28,0.84,7.53,0,1
South Africa,64.12,Packaging_Consumer,6.14,39.02,High,262.41,6124.53,39.71,6.03,13.53,4,0.31,0.78,8.7,1,0
India,34.61,Consumer_Goods,77.09,61.89,High,185.04,7363.89,61.16,3.69,19.06,7,0.52,0.55,12.21,1,0
China,34.65,Automotive_Packaging,31.22,91.55,High,797.85,11140.51,81.47,11.6,14.63,9,0.74,0.46,10.67,1,0
Australia,53.11,Packaging_Electronics,18.71,60.65,Medium,11.67,1919.15,68.76,7.73,1.64,2,0.85,0.23,6.69,0,1
Australia,46.13,Automotive_Packaging,34.38,117.89,High,911.72,19682.8,46.19,4.38,12.68,2,0.01,0.65,12.56,1,1
Indonesia,22.0,Industrial_Packaging,41.46,25.43,Low,135.69,19555.53,48.38,14.3,19.01,7,0.56,0.7,7.84,0,0
UK,55.14,Automotive_Packaging,23.12,27.38,Low,744.03,7522.24,22.12,14.58,10.63,6,0.4,0.91,9.52,0,1
India,63.02,Packaging_Consumer,16.19,11.08,Low,280.79,15118.55,64.36,1.71,12.15,3,0.0,0.04,0.97,0,0
Saudi Arabia,37.17,Automotive_Packaging,62.8,114.74,Medium,690.67,16135.13,69.44,1.27,15.88,8,0.13,0.97,9.84,0,0
South Korea,36.86,Packaging_Electronics,26.09,95.15,High,697.49,13572.46,84.69,11.74,18.18,9,0.71,0.75,9.39,1,1
South Africa,69.38,Automotive_Packaging,36.5,142.22,Medium,246.46,9622.58,67.06,7.1,18.9,3,0.37,0.66,11.83,0,0
Russia,50.04,Consumer_Goods,70.3,117.19,Low,316.04,8226.76,33.26,5.19,16.76,4,0.59,0.44,7.46,0,0
China,8.22,Packaging_Consumer,36.79,73.23,Low,349.4,20101.83,93.05,9.04,1.45,3,0.34,0.66,0.66,0,0
Germany,57.68,Packaging_Electronics,7.16,47.17,Low,523.73,18655.7,74.69,14.42,16.58,3,0.27,0.55,8.55,0,1
Turkey,22.21,Industrial_Packaging,65.81,108.92,High,923.75,15482.13,57.21,6.65,1.18,8,0.83,0.36,6.98,1,0
Brazil,66.37,Packaging_Consumer,64.83,98.02,Low,1092.97,8806.76,91.61,12.48,19.97,1,0.87,0.07,6.9,0,0
Canada,10.77,Industrial_Packaging,88.69,128.4,Low,25.7,10727.65,62.73,7.8,7.28,3,0.17,0.39,11.6,0,1
Australia,2.66,Packaging_Consumer,19.79,82.18,Low,146.46,125.85,83.84,1.04,19.67,8,0.16,0.25,7.67,0,1
Saudi Arabia,64.1,Consumer_Goods,71.2,148.2,Medium,1084.32,17948.11,65.62,1.51,13.32,3,0.99,0.11,13.77,0,0
South Korea,7.6,Consumer_Goods,79.96,102.54,Low,435.24,19385.66,91.7,7.31,12.49,9,0.66,0.06,10.12,0,1
Saudi Arabia,36.07,Packaging_Electronics,78.04,49.35,Medium,256.41,17780.09,63.71,10.71,9.57,1,0.5,0.34,1.78,0,0
UK,16.61,Packaging_Electronics,68.02,113.26,Low,349.87,15209.61,77.65,1.06,4.08,9,0.19,0.05,11.36,0,1
Brazil,8.93,Consumer_Goods,76.56,84.98,Low,473.68,16908.27,61.1,7.48,0.56,7,0.4,0.46,6.82,0,0
France,1.69,Consumer_Goods,5.53,58.98,High,409.29,13032.5,48.82,7.14,16.7,5,0.27,0.33,10.74,1,1
Spain,18.24,Packaging_Electronics,16.61,145.15,High,326.19,710.84,88.62,3.91,2.84,3,0.08,0.75,5.37,1,1
India,22.99,Packaging_Electronics,51.68,131.11,Low,316.48,9013.8,90.18,12.26,2.34,1,0.98,0.56,13.31,0,0
South Africa,12.28,Industrial_Packaging,34.35,64.99,Low,930.99,20467.36,92.31,5.84,5.79,9,0.92,0.01,1.69,0,0
Mexico,4.77,Automotive_Packaging,89.18,85.51,High,540.7,9647.53,41.72,5.85,4.88,7,0.11,0.49,11.07,1,0
South Africa,35.5,Industrial_Packaging,22.05,66.59,Medium,813.14,18377.44,26.11,11.61,18.63,9,0.34,0.16,1.87,0,0
Russia,29.98,Packaging_Consumer,81.92,14.64,Medium,521.12,767.57,56.31,8.96,6.37,9,0.8,0.26,12.61,0,0
Spain,23.39,Packaging_Consumer,77.16,18.79,Low,299.99,16449.09,70.62,4.4,11.54,8,0.73,0.06,6.0,0,1
UK,59.87,Industrial_Packaging,25.67,24.01,Low,958.43,15838.82,83.86,5.93,1.54,2,0.84,0.58,10.08,0,1
United States,62.84,Automotive_Packaging,57.66,48.73,High,1253.7,10610.33,32.49,2.61,6.42,5,0.6,0.76,8.46,1,1
Spain,60.94,Packaging_Consumer,60.9,111.06,Medium,54.06,21331.57,48.82,5.07,13.01,2,0.94,0.61,9.88,0,1
United States,63.51,Automotive_Packaging,15.06,41.5,Medium,1119.65,21423.81,83.96,4.86,13.02,3,0.07,0.3,13.26,0,1
Saudi Arabia,58.25,Packaging_Electronics,44.11,86.33,Medium,559.26,13220.22,67.41,2.54,2.0,7,0.75,0.47,0.51,0,0
Indonesia,55.75,Packaging_Electronics,86.98,139.0,Medium,595.3,21051.17,24.25,2.74,6.92,5,0.2,0.24,4.67,0,0
Indonesia,21.43,Automotive_Packaging,49.18,18.68,High,361.29,8846.86,73.22,0.95,2.12,9,0.84,0.94,6.61,1,0
Canada,57.6,Packaging_Consumer,20.39,147.99,Medium,882.68,5404.6,46.01,0.13,10.98,7,0.86,0.98,11.24,0,1
UK,50.07,Packaging_Electronics,56.86,126.97,Medium,1033.2,1672.17,78.57,1.98,15.4,8,0.04,0.61,14.49,0,1
South Africa,32.98,Packaging_Electronics,51.72,118.23,Low,1144.28,742.75,30.04,11.39,7.71,1,0.08,0.61,1.11,0,0
Spain,47.66,Packaging_Electronics,77.37,95.38,Low,710.81,21091.99,90.02,10.33,7.53,1,0.51,0.73,1.64,0,1
Japan,3.34,Consumer_Goods,62.87,63.08,Medium,344.83,15498.01,54.83,13.51,2.7,3,0.73,0.92,10.47,0,1
France,61.64,Consumer_Goods,28.94,41.81,High,527.45,3654.39,48.37,13.68,1.74,3,0.41,0.3,5.6,1,1
Saudi Arabia,45.85,Packaging_Electronics,21.6,73.16,High,1024.91,11049.43,61.96,14.38,7.95,5,0.97,0.2,14.24,1,0
South Korea,45.86,Packaging_Consumer,48.79,145.4,Low,496.16,14351.93,53.34,7.17,7.71,3,0.05,0.93,7.23,0,1
India,23.49,Consumer_Goods,31.46,93.85,Medium,1141.04,15933.88,38.92,2.05,16.8,9,0.61,0.45,9.86,0,0
South Korea,45.86,Packaging_Consumer,48.79,145.4,Low,496.16,14351.93,53.34,7.17,7.71,3,0.05,0.93,7.23,0,1
Italy,48.39,Packaging_Electronics,39.98,124.62,Low,901.31,6758.04,32.15,7.63,15.13,4,0.92,0.97,3.78,0,1
Russia,20.03,Automotive_Packaging,23.6,64.1,Medium,594.15,4608.89,64.54,1.23,11.31,8,0.09,0.95,7.05,0,0
Italy,13.46,Consumer_Goods,78.22,126.1,High,944.6,19816.52,41.12,14.13,18.8,4,0.98,0.95,9.17,1,1
China,30.02,Consumer_Goods,66.33,85.87,Low,1290.49,3579.4,53.97,14.47,1.46,1,0.83,0.61,6.99,0,0
China,62.74,Industrial_Packaging,24.05,135.56,Medium,516.72,9120.58,57.35,0.42,11.77,7,0.46,0.98,14.87,0,0
India,23.49,Consumer_Goods,31.46,93.85,Medium,1141.04,15933.88,38.92,2.05,16.8,9,0.61,0.45,9.86,0,0
France,40.18,Consumer_Goods,9.74,107.49,High,1175.43,19948.28,69.58,10.37,7.18,9,0.61,0.58,9.48,1,1
India,55.49,Automotive_Packaging,44.24,68.22,Low,611.35,21482.25,66.94,1.92,12.88,7,0.77,0.53,12.87,0,0
Saudi Arabia,48.37,Packaging_Electronics,30.5,49.96,High,411.4,9890.44,56.74,7.12,8.55,8,0.69,0.86,2.02,1,0
Japan,10.58,Packaging_Electronics,67.91,23.71,Low,387.56,8961.71,50.88,12.14,13.02,9,0.39,0.44,9.68,0,1
Egypt,26.84,Automotive_Packaging,46.63,114.61,Medium,160.95,17141.33,54.37,4.0,3.1,8,0.97,0.48,14.43,0,0
South Africa,10.57,Packaging_Consumer,25.23,37.4,Medium,223.94,1045.61,28.03,5.68,0.22,9,0.57,0.2,9.73,0,0
Italy,4.89,Packaging_Consumer,36.88,61.26,Medium,821.17,19666.05,88.24,3.71,8.41,7,0.74,0.02,11.17,0,1
Egypt,54.65,Industrial_Packaging,21.99,22.59,Medium,1055.03,16759.45,60.36,2.99,3.19,1,0.56,0.02,3.74,0,0
Canada,39.54,Packaging_Consumer,89.26,93.25,Low,568.07,4881.51,68.25,6.65,16.57,3,0.38,0.69,10.91,0,1
Germany,26.18,Packaging_Consumer,65.11,67.18,Low,515.29,14458.27,87.06,14.77,17.07,6,0.83,0.95,12.6,0,1
South Korea,5.37,Industrial_Packaging,75.2,46.31,Low,305.67,10356.75,30.11,2.51,5.02,8,0.04,0.17,12.06,0,1
Italy,1.04,Industrial_Packaging,76.48,82.74,High,152.32,1850.26,98.28,0.17,6.37,3,0.05,0.48,8.83,1,1
South Korea,27.09,Packaging_Consumer,78.0,46.4,Medium,6.49,6591.65,36.34,5.43,19.38,3,0.11,0.01,1.7,0,1
Japan,24.17,Automotive_Packaging,7.46,131.06,Low,55.33,17641.31,72.61,5.13,11.69,9,0.11,0.51,12.2,0,1
China,6.04,Packaging_Consumer,14.75,53.03,High,208.24,19484.71,34.9,10.2,1.94,8,0.05,0.09,8.98,1,0
UK,44.54,Industrial_Packaging,71.52,84.39,Low,1283.19,1616.98,25.88,10.93,6.34,7,0.35,0.25,7.65,0,1
Japan,6.37,Packaging_Electronics,65.79,63.8,Low,258.58,18362.98,56.8,4.66,0.69,4,0.72,0.51,14.72,0,1
UK,9.97,Packaging_Electronics,15.95,98.36,High,1008.98,9924.47,32.6,9.8,5.09,6,0.59,0.86,1.19,1,1
Japan,68.13,Industrial_Packaging,65.66,50.07,Low,1007.3,6925.16,55.13,3.95,1.96,8,0.69,0.81,2.29,0,1
Egypt,9.07,Packaging_Electronics,63.22,86.91,High,1188.85,15558.16,32.81,9.02,2.12,4,0.31,0.9,10.34,1,0
Russia,63.09,Automotive_Packaging,6.9,129.24,Medium,679.22,18754.44,91.48,2.61,11.36,8,0.05,0.09,6.25,0,0
Germany,25.83,Automotive_Packaging,87.77,104.51,Medium,1114.78,8221.43,82.56,0.29,15.71,6,1.0,0.53,14.54,0,1
South Africa,42.49,Packaging_Consumer,26.14,62.91,High,1325.0,10823.09,83.17,9.05,11.23,7,0.01,0.96,3.55,1,0
South Korea,7.6,Consumer_Goods,79.96,102.54,Low,435.24,19385.66,91.7,7.31,12.49,9,0.66,0.06,10.12,0,1
Italy,58.13,Packaging_Electronics,37.9,42.95,High,427.26,8331.7,63.0,2.35,4.43,8,0.53,0.13,12.35,1,1
China,58.57,Consumer_Goods,88.31,34.47,High,628.93,8270.24,42.13,11.75,2.67,7,0.93,0.82,5.36,1,0
South Africa,1.76,Consumer_Goods,26.89,86.61,Low,615.2,17952.28,98.63,9.16,18.69,1,0.32,0.27,11.36,0,0
China,19.83,Consumer_Goods,48.87,92.69,High,598.28,2279.86,78.67,8.56,14.57,3,0.64,0.54,0.23,1,0
Spain,53.68,Packaging_Consumer,36.31,143.49,Medium,318.38,9804.13,55.24,0.69,11.63,7,0.96,0.8,6.38,0,1
Turkey,60.35,Industrial_Packaging,46.5,84.57,High,540.47,15986.05,56.25,9.28,11.78,7,0.7,0.97,13.49,1,0
Turkey,4.3,Industrial_Packaging,72.99,48.01,Low,454.48,14714.75,54.24,1.27,15.04,4,0.84,0.77,4.84,0,0
United States,1.95,Consumer_Goods,61.76,78.7,Low,582.52,19210.1,65.33,11.64,4.88,3,0.41,0.12,6.39,0,1
United States,51.19,Packaging_Consumer,23.13,101.29,Medium,1151.12,20542.97,41.11,1.68,17.33,9,0.21,0.39,8.79,0,1
Mexico,56.7,Packaging_Consumer,74.66,14.1,Low,795.82,20922.82,20.29,8.08,19.69,9,0.27,0.07,2.78,0,0
Egypt,11.08,Automotive_Packaging,70.49,77.27,Medium,72.36,11596.95,35.3,2.62,11.17,5,0.06,0.84,2.72,0,0
Japan,60.41,Packaging_Consumer,7.23,12.11,High,1044.54,15184.89,27.48,13.98,13.64,2,0.04,0.2,14.82,1,1
Australia,54.25,Consumer_Goods,59.25,125.88,High,1367.6,16153.56,53.42,0.66,9.75,7,0.92,0.53,4.91,1,1
South Africa,46.78,Packaging_Electronics,30.77,137.48,High,180.49,14333.04,56.64,2.54,10.18,7,0.86,0.11,1.52,1,0
United States,5.45,Industrial_Packaging,44.32,21.38,High,423.24,289.96,97.49,4.94,13.76,1,0.16,1.0,6.36,1,1
Germany,59.18,Consumer_Goods,78.5,83.65,Medium,538.18,7738.18,30.72,8.74,9.27,9,0.59,0.06,10.78,0,1
Brazil,21.0,Packaging_Consumer,68.25,68.46,High,1380.69,16302.43,33.3,3.67,5.3,3,0.53,0.69,7.81,1,0
Canada,50.77,Industrial_Packaging,63.88,47.68,High,782.57,6321.54,70.98,5.22,13.57,6,0.16,0.53,9.98,1,1
Saudi Arabia,22.39,Industrial_Packaging,63.02,110.09,Medium,1171.05,20074.39,76.47,0.64,0.11,4,0.89,0.02,6.41,0,0
France,29.45,Packaging_Electronics,61.3,111.92,Low,1307.7,16058.04,53.56,4.92,4.07,9,0.58,0.38,14.38,0,1
Russia,14.08,Packaging_Consumer,17.93,57.03,Medium,329.91,6556.29,27.45,2.76,0.35,3,0.54,0.53,14.62,0,0
Saudi Arabia,56.38,Industrial_Packaging,65.72,57.39,High,373.4,8011.51,52.4,2.26,14.95,6,0.32,0.04,0.75,1,0
South Africa,28.91,Industrial_Packaging,33.52,109.25,High,854.45,4046.82,52.94,9.93,12.55,6,0.26,0.57,3.13,1,0
